id,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date
10485,7,"52,000",peryear,"Los Angeles, CA, US",Designer,Corporate,201-500 People,Yes,,,"3,000",Full-time,3-5,36-40,Female,No,"UG:University of California, Santa Cruz (UCSC)",Grad:Massachusetts College of Art and Design,,Feb '17
10484,6,"65,000",peryear,"Santa Monica, CA, US",Project Manager,Boutique,6-10 People,Yes,Unpaid Overtime,10.0,"1,000",Part-time,11-15,46-50,Female,No,,,,Feb '17
10483,6,"88,000",peryear,"New York, NY, US",Associate,Starchitect,51-100 People,Yes,,15.0,"2,000",Full-time,11-15,31-35,Male,No,,,,Feb '17
10482,6,"84,000",peryear,"New York, NY, US",Associate,Starchitect,51-100 People,Yes,,15.0,,Full-time,11-15,31-35,Male,No,,,,Feb '17
10481,5,"46,000",peryear,"Madison, WI, US",Junior Architect,,11-15 People,,,,,,3-5,31-35,Male,No,,,,Feb '17
10476,9,"60,000",peryear,"Boston, MA, US",Designer,Other,6-10 People,Yes,Unpaid Overtime,10.0,"2,500",Full-time,3,26-30,Female,No,UG:University of Minnesota-Twin Cities,Grad:Washington University in St. Louis,,Feb '17
10471,7,15,perhour,"Los Angeles, CA, US",Intern,Other,2-5 People,,Paid Overtime,,,Part-time,1,21-25,Male,No,"UG:University of California, Los Angeles (UCLA)",,,Feb '17
10470,6,"60,000",peryear,"New York, NY, US",Intermediate Architect,Boutique,16-30 People,Yes,Unpaid Overtime,20.0,,Full-time,6-7,31-35,Female,No,,,PhD:Columbia University,Feb '17
10469,5,"60,000",peryear,"New York, NY, US",Interior Designer,Boutique,6-10 People,Yes,Unpaid Overtime,20.0,,Full-time,3-5,26-30,Male,No,,,,Feb '17
10468,7,"32,500",peryear,"Philadelphia, PA, US",Interior Designer,Corporate,6-10 People,Yes,Unpaid Overtime,7.0,,Full-time,< 1,26-30,Female,No,UG:National Institute of Design,Grad:Drexel University,,Feb '17
10467,6,"55,000",peryear,"Chicago, IL, US",Intern,Corporate,51-100 People,Yes,Paid Overtime,14.0,,Full-time,2,26-30,Female,No,UG:The University of Tennessee - Knoxville,,,Feb '17
10466,9,"48,500",peryear,"Boston, MA, US",Junior Architect,,201-500 People,Yes,Paid Overtime,10.0,,Full-time,2,21-25,Female,No,UG:University of Cincinnati,Grad:University of Cincinnati,,Feb '17
10465,6,"115,000",peryear,"Los Angeles, CA, US",Project Architect,Corporate,501 + People,Yes,Unpaid Overtime,20.0,"10,000",Full-time,11-15,31-35,Female,Licensed,,,,Feb '17
10464,7,"51,500",peryear,"Brielle, NJ, US",Junior Architect,Boutique,2-5 People,Yes,Paid Overtime,10.0,,Full-time,3-5,31-35,Female,Licensed,,,,Feb '17
10463,8,"46,000",peryear,"Fort Wayne, IN, US",Associate,Corporate,51-100 People,Yes,Unpaid Overtime,10.0,"3,000",Full-time,2,26-30,Male,No,UG:Ball State University,Grad:Ball State University,,Feb '17
10462,6,20,perhour,"San Clemente, CA, US",Job Captain,Boutique,6-10 People,,Paid Overtime,,,Full-time,3,26-30,Male,No,UG:University of Oregon,,,Feb '17
10461,7,33,perhour,"Los Angeles, CA, US",Project Architect,Boutique,2-5 People,,Paid Overtime,15.0,"1,000",Full-time,8-10,36-40,Female,Licensed,,,,Feb '17
10460,9,"50,000",peryear,"Cincinnati, OH, US",Junior Architect,Boutique,6-10 People,Yes,Unpaid Overtime,10.0,"1,000",Full-time,3-5,26-30,Female,No,,,,Feb '17
10459,8,"65,000",peryear,"Sacramento, CA, US",Designer,,16-30 People,Yes,,10.0,"2,000",Full-time,6-7,31-35,Male,No,,,,Feb '17
10458,7,"150,000",peryear,"Oakland, CA, US",Principal,Other,31-50 People,,Unpaid Overtime,15.0,"50,000",Full-time,16-20,41-45,Male,Licensed,UG:University of Florida,Grad:University of Florida,,Feb '17
10456,8,"55,000",peryear,"Chicago, IL, US",Project Architect,Corporate,16-30 People,,,,,Full-time,3,21-25,Male,No,UG:Kent State University,Grad:University of Miami,,Feb '17
10455,8,55,peryear,"Chicago, IL, US",Project Architect,Corporate,16-30 People,,,15.0,,Full-time,2,21-25,Male,No,UG:Kent State University,Grad:University of Miami,,Feb '17
10454,5,"48,000",peryear,"San Antonio, TX, US",Intern,Boutique,6-10 People,Yes,Unpaid Overtime,14.0,,Full-time,6-7,36-40,Female,No,,,,Feb '17
10451,7,"60,000",peryear,"San Francisco, CA, US",Designer,Corporate,101-200 People,Yes,Unpaid Overtime,17.0,"3,000",Full-time,3-5,26-30,Female,No,UG:Temple University,,,Feb '17
10450,8,"82,000",peryear,"New York, NY, US",Project Architect,Boutique,16-30 People,Yes,Unpaid Overtime,15.0,"3,400",Full-time,3-5,26-30,Male,No,UG:Syracuse University,,,Feb '17
10446,8,"54,000",peryear,"Greenwood Village, CO, US",Intermediate Architect,,201-500 People,,,,,,6-7,31-35,Male,No,,,,Feb '17
10445,7,"45,000",peryear,"New York, NY, US",Junior Architect,Individual,6-10 People,Yes,Unpaid Overtime,19.0,"1,500",Full-time,2,26-30,Female,No,UG:Tsinghua University,Grad:Washington University in St. Louis,,Feb '17
10444,10,"75,000",peryear,"Santa Rosa, CA, US",Project Manager,,11-15 People,Yes,Paid Overtime,14.0,"5,250",,3-5,36-40,Male,No,,,,Feb '17
10443,8,"50,000",peryear,"Washington, DC, US",Junior Architect,,31-50 People,Yes,,,500,Full-time,3,26-30,Female,No,,,,Feb '17
10442,4,20,perhour,"New York, NY, US",Intern,,101-200 People,,,,,,< 1,18-20,Female,No,,,,Feb '17
10441,3,10,perhour,"Glen Cove, NY, US",Intern,Individual,1 People,,Unpaid Overtime,,,Part-time,< 1,21-25,Female,No,UG:New York Institute of Technology (NYIT),,,Feb '17
10440,10,"33,000",peryear,"Tahlequah, OK, US",Intern,,16-30 People,Yes,Unpaid Overtime,10.0,,Full-time,2,26-30,Female,No,UG:The University of Oklahoma,,,Feb '17
10439,7,"55,000",peryear,"Washington, DC, US",Intern,Boutique,2-5 People,,No Overtime,10.0,800,Full-time,3-5,36-40,Male,No,,,,Feb '17
10438,5,"73,500",peryear,"Portland, OR, US",Interior Architect,Corporate,51-100 People,Yes,Unpaid Overtime,18.0,"10,000",Full-time,8-10,36-40,Female,Licensed,,,,Feb '17
10437,10,"50,000",peryear,"Crystal Lake, IL, US",Project Architect,Boutique,11-15 People,Yes,Unpaid Overtime,14.0,"5,000",Full-time,3-5,26-30,Male,No,UG:University of Illinois at Urbana-Champaign,,,Feb '17
10436,7,"80,500",peryear,"New York, NY, US",Intermediate Architect,Boutique,11-15 People,Yes,Paid Overtime,10.0,"2,000",Full-time,8-10,31-35,Male,No,,,,Feb '17
10435,1,"83,000",peryear,"New York, NY, US",Construction Administrator,Corporate,101-200 People,Yes,Paid Overtime,10.0,,Full-time,21-25,46-50,Female,No,UG:The University of New Mexico,,,Feb '17
10434,9,"60,000",peryear,"New York, NY, US",Landscape Architect,,16-30 People,,,,,,3-5,31-35,Female,No,,,,Feb '17
10432,7,"81,000",peryear,"San Francisco, CA, US",Senior Designer,Corporate,101-200 People,Yes,Unpaid Overtime,10.0,,Full-time,6-7,26-30,Female,Licensed,,Grad:Ohio University,,Feb '17
10430,6,"82,000",peryear,"Boston, MA, US",Associate,Boutique,16-30 People,Yes,Unpaid Overtime,,"1,200",Full-time,16-20,41-45,Female,No,,,,Feb '17
10429,9,15,perhour,"Chicago, IL, US",Intern,,16-30 People,,Paid Overtime,,,Full-time,< 1,21-25,Female,No,"UG:University of Maryland School of Architecture, Planning and Preservation",Grad:University of Michigan,,Feb '17
10428,10,"110,000",peryear,"San Francisco, CA, US",Project Manager,Boutique,16-30 People,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Female,Licensed,UG:University of Southern California (USC),Grad:Architectural Association School of Architecture (AA),,Feb '17
10427,6,"110,000",peryear,"Troy, MI, US",Project Manager,Corporate,501 + People,Yes,Unpaid Overtime,20.0,"7,000",Full-time,31-40,61-65,Male,Licensed,UG:Lawrence Technological University,,,Feb '17
10426,7,"60,000",peryear,"Cambridge, MA, US",Instructor,Other,11-15 People,Yes,Unpaid Overtime,25.0,,Full-time,3,26-30,Female,No,,,,Feb '17
10425,10,"66,000",peryear,"New York, NY, US",Intermediate Architect,Corporate,51-100 People,Yes,Unpaid Overtime,10.0,"1,000",Full-time,3,31-35,Male,No,,,,Feb '17
10423,9,"100,000",peryear,"Miami, FL, US",Senior Designer,Other,51-100 People,,,,"20,000",Full-time,11-15,36-40,Male,No,,,,Jan '17
10421,5,30,perhour,"New York, NY, US",Interior Designer,Corporate,31-50 People,,No Overtime,,,Part-time,3-5,31-35,Female,No,,Grad:Pratt Institute,,Jan '17
10420,8,"75,000",peryear,"New York, NY, US",Project Architect,Boutique,11-15 People,Yes,Unpaid Overtime,15.0,,Full-time,6-7,26-30,Male,No,,,,Jan '17
10416,10,"90,000",peryear,"California, US",Intermediate Architect,,2-5 People,,,,,,3,26-30,Male,No,,,,Jan '17
10411,8,"60,000",peryear,"Atlanta, GA, US",Project Architect,Corporate,201-500 People,Yes,Unpaid Overtime,15.0,"5,000",Full-time,6-7,26-30,Male,Licensed,UG:The University of Tennessee - Knoxville,,,Jan '17
10410,7,"91,000",peryear,"Boston, MA, US",Senior Architect,Boutique,16-30 People,Yes,Unpaid Overtime,15.0,300,Full-time,16-20,36-40,Male,Licensed,UG:Boston College,Grad:Parsons The New School for Design,,Jan '17
10408,7,"65,000",peryear,"Brooklyn, NY, US",Project Architect,Individual,2-5 People,,Unpaid Overtime,15.0,,Full-time,3-5,26-30,Male,No,,,,Jan '17
10407,9,"80,000",peryear,"New York, NY, US",Associate,Other,51-100 People,Yes,Paid Overtime,10.0,"5,000",Full-time,8-10,31-35,Male,No,UG:AIAS | NYIT Old Westbury,,,Jan '17
10405,8,"63,500",peryear,"Raleigh, WV, US",Project Architect,Corporate,101-200 People,Yes,Unpaid Overtime,20.0,"3,000",Full-time,3-5,26-30,Male,Licensed,,,,Jan '17
10404,8,"60,000",peryear,"Los Angeles, CA, US",Project Architect,,101-200 People,Yes,,10.0,,Full-time,3-5,26-30,Female,No,UG:University of Southern California (USC),,,Jan '17
10401,9,"97,760",peryear,"Boston, MA, US",Principal,Corporate,16-30 People,Yes,No Overtime,28.0,"30,000",Full-time,16-20,36-40,Female,Licensed,,,,Jan '17
10395,7,"47,000",peryear,"Atlanta, GA, US",Intern,Individual,51-100 People,Yes,Paid Overtime,10.0,,Full-time,3-5,26-30,Female,No,UG:Tulane University,Grad:Tulane University,,Jan '17
10392,8,18,perhour,"Boise, ID, US",Intern,Corporate,51-100 People,Yes,No Overtime,10.0,,Part-time,< 1,21-25,Male,No,UG:University of Idaho,Grad:University of Idaho,,Jan '17
10385,5,"70,000",peryear,"Thibodaux, LA, US",Project Architect,Boutique,2-5 People,,No Overtime,10.0,"5,000",Full-time,8-10,31-35,Male,Licensed,UG:University of Louisiana at Lafayette,Grad:University of Louisiana at Lafayette,,Jan '17
10381,6,"59,000",peryear,"New York, NY, US",Designer,,11-15 People,Yes,Unpaid Overtime,10.0,"4,000",,6-7,31-35,Male,Licensed,,,,Jan '17
10380,10,"73,250",peryear,"Spokane, WA, US",Project Architect,Boutique,16-30 People,Yes,Unpaid Overtime,20.0,"12,000",Full-time,21-25,41-45,Male,Licensed,UG:University of Idaho,,,Jan '17
10379,3,"59,000",peryear,"Chicago, IL, US",Intern,Boutique,16-30 People,Yes,Unpaid Overtime,10.0,"1,000",Full-time,3-5,26-30,Male,No,UG:California College of the Arts,,,Jan '17
10376,8,"56,000",peryear,"Chicago, IL, US",Interior Designer,Corporate,201-500 People,Yes,Unpaid Overtime,10.0,"3,500",Full-time,3-5,26-30,Female,No,UG:Purdue University,,,Jan '17
10375,6,"46,000",peryear,"Richmond, VA, US",Designer,Corporate,101-200 People,Yes,Paid Overtime,15.0,400,Full-time,2,36-40,Male,No,,Grad:University of Oregon,,Jan '17
10374,3,"85,000",peryear,"Charlotte, NC, US",Project Architect,,6-10 People,Yes,No Overtime,,"10,000",Full-time,11-15,36-40,Male,Licensed,,,,Jan '17
10373,6,"105,000",peryear,"San Francisco, CA, US",Project Architect,Corporate,101-200 People,Yes,No Overtime,20.0,"2,500",Full-time,8-10,31-35,Female,Licensed,,,,Jan '17
10372,6,17,perhour,"Denver, CO, US",Project Manager,Other,6-10 People,Yes,Paid Overtime,,"1,000",Full-time,1,21-25,Male,No,UG:Wentworth Institute of Technology,,,Jan '17
10370,7,"57,750",peryear,"Charlotte, NC, US",Project Architect,Boutique,11-15 People,Yes,Unpaid Overtime,10.0,"1,500",Full-time,3-5,31-35,Male,Licensed,UG:University of North Carolina at Charlotte,Grad:University of North Carolina at Charlotte,,Jan '17
10367,7,"84,500",peryear,"New York, NY, US",Project Architect,Starchitect,16-30 People,Yes,No Overtime,10.0,"3,500",Full-time,16-20,36-40,Male,No,UG:New York City College of Technology,,,Jan '17
10366,9,"105,000",peryear,"San Francisco, CA, US",Associate,Boutique,51-100 People,Yes,No Overtime,20.0,"12,000",Full-time,16-20,36-40,Female,No,UG:UC Berkeley CED,,,Jan '17
10365,8,"93,000",peryear,"Washington, DC, US",Project Manager,,16-30 People,,,10.0,,,8-10,31-35,Female,Licensed,,,,Jan '17
10363,4,"48,000",peryear,"New York, NY, US",Intermediate Architect,Boutique,2-5 People,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,No,UG:Pratt Institute,,,Jan '17
10362,7,"47,000",peryear,"New York, NY, US",Junior Architect,Other,2-5 People,,Unpaid Overtime,15.0,"1,500",Full-time,1,21-25,Female,No,"UG:California Polytechnic State University, San Luis Obispo",,,Jan '17
10361,5,"45,000",peryear,"Pittsburgh, PA, US",Junior Architect,Other,2-5 People,Yes,Unpaid Overtime,18.0,"3,750",Full-time,3-5,26-30,Male,Licensed,UG:The Pennsylvania State University (Penn State),,,Jan '17
10360,7,"53,000",peryear,"New York, NY, US",Junior Architect,Corporate,501 + People,,No Overtime,,,Freelance,2,26-30,Female,No,UG:New York City College of Technology,,,Jan '17
10359,10,"162,000",peryear,"Boston, MA, US",Principal,,501 + People,,,,"45,000",,26-30,51-55,Female,No,,,,Jan '17
10358,5,"48,000",peryear,"Washington, DC, US",Intern,Corporate,201-500 People,Yes,Unpaid Overtime,10.0,,Full-time,1,21-25,Male,No,,,,Jan '17
10357,9,"100,000",peryear,"San Francisco, CA, US",Project Architect,,101-200 People,Yes,Unpaid Overtime,15.0,,Full-time,16-20,41-45,Male,No,"UG:California Polytechnic State University, San Luis Obispo",,,Jan '17
10356,7,"48,000",peryear,"New Orleans, LA, US",Designer,,16-30 People,,,,,,3-5,26-30,Male,No,,,,Jan '17
10355,6,"60,000",peryear,"Seattle, WA, US",Associate,Boutique,6-10 People,Yes,No Overtime,21.0,,Full-time,2,36-40,Male,No,,Grad:University of Washington,,Jan '17
10354,7,"85,000",peryear,"Woodbridge, NJ, US",Project Architect,,6-10 People,,Unpaid Overtime,10.0,,Full-time,11-15,31-35,Female,Licensed,,,,Jan '17
10353,9,19,perhour,"Allentown, PA, US",Project Architect,Boutique,11-15 People,Yes,,14.0,"1,000",Full-time,< 1,21-25,Female,No,UG:Philadelphia University,,,Jan '17
10350,7,"51,600",peryear,"Atlanta, GA, US",Intern,Boutique,11-15 People,Yes,Unpaid Overtime,15.0,"5,200",Full-time,3-5,26-30,Male,No,UG:Auburn University,,,Jan '17
10349,8,"68,000",peryear,"Phoenix, AZ, US",Project Manager,Boutique,11-15 People,Yes,Unpaid Overtime,20.0,,Full-time,16-20,41-45,Male,No,,Grad:Arizona State University,,Jan '17
10348,7,"48,292",peryear,"Atlanta, GA, US",Junior Architect,,201-500 People,,,,,,3-5,26-30,Male,No,,,,Jan '17
10346,7,"60,000",peryear,"New York, NY, US",Associate,Individual,51-100 People,Yes,Unpaid Overtime,,,Full-time,3,41-45,Female,No,UG:Parsons The New School for Design,Grad:Parsons The New School for Design,,Jan '17
10344,9,"119,000",peryear,"Kansas City, MO, US",Senior Designer,Corporate,51-100 People,Yes,Unpaid Overtime,18.0,"12,000",Full-time,31-40,61-65,Male,Licensed,UG:Kansas State University,,,Jan '17
10343,6,"65,000",peryear,"New Orleans, LA, US",Project Architect,Boutique,16-30 People,Yes,Paid Overtime,15.0,"2,500",Full-time,8-10,31-35,Female,Licensed,UG:Tulane University,Grad:Tulane University,,Jan '17
10341,8,"55,000",peryear,"Philadelphia, PA, US",Project Manager,Other,2-5 People,,Unpaid Overtime,,,Part-time,8-10,31-35,Male,No,,,,Jan '17
10340,5,"55,000",peryear,"New York, NY, US",Designer,Corporate,31-50 People,Yes,No Overtime,15.0,"2,000",Full-time,3,26-30,Male,No,,Grad:Harvard University,,Jan '17
10338,7,"62,500",peryear,"Dallas, TX, US",Project Architect,,2-5 People,,Paid Overtime,10.0,"4,500",Full-time,11-15,31-35,Male,Licensed,,,,Jan '17
10332,10,"106,000",peryear,"Denver, CO, US",Project Architect,Boutique,2-5 People,,No Overtime,,,Part-time,8-10,36-40,Female,Licensed,UG:Iowa State University,,,Jan '17
10330,9,"72,000",peryear,"New York, NY, US",Associate,Starchitect,101-200 People,Yes,Unpaid Overtime,15.0,"6,000",Full-time,3-5,26-30,Male,Licensed,,Grad:University of Michigan,,Jan '17
10329,6,"63,000",peryear,"Los Angeles, CA, US",Designer,Corporate,201-500 People,Yes,Unpaid Overtime,,"1,400",Full-time,3-5,26-30,Male,No,UG:University of Southern California (USC),,,Jan '17
10328,10,"112,000",peryear,"San Diego, CA, US",Principal,Other,11-15 People,Yes,,20.0,"5,000",Full-time,31-40,51-55,Male,Licensed,,,,Jan '17
10327,5,"68,000",peryear,"San Francisco, CA, US",Designer,Individual,2-5 People,,Unpaid Overtime,10.0,"2,000",Full-time,3-5,31-35,Female,No,,,,Jan '17
10326,6,"75,000",peryear,"Tucson, AZ, US",Senior Architect,Other,16-30 People,Yes,Unpaid Overtime,20.0,,Full-time,11-15,36-40,Male,Licensed,,,,Jan '17
10324,8,"65,000",peryear,"Los Angeles, CA, US",Associate,Corporate,201-500 People,Yes,No Overtime,10.0,"5,000",Full-time,6-7,31-35,Male,No,UG:Rice University,,,Jan '17
10320,8,"52,000",peryear,"San Francisco, CA, US",Junior Designer,Boutique,6-10 People,Yes,Unpaid Overtime,10.0,,Full-time,2,26-30,Female,No,UG:UC Berkeley CED,Grad:UC Berkeley CED,,Jan '17
10317,8,"60,500",peryear,"New York, NY, US",Junior Designer,Corporate,51-100 People,Yes,Unpaid Overtime,20.0,"2,500",Full-time,3,21-25,Male,No,,,,Jan '17
10316,9,"43,200",peryear,"Detroit, MI, US",Designer,Other,31-50 People,Yes,No Overtime,10.0,"2,000",Full-time,1,31-35,Male,No,UG:Northwestern University,Grad:University of Michigan,,Jan '17
10314,9,"65,000",peryear,"Orlando, FL, US",Construction Administrator,Other,6-10 People,,No Overtime,15.0,"5,000",Full-time,11-15,46-50,Male,No,,,,Jan '17
10313,9,"62,200",peryear,"Los Angeles, CA, US",Intermediate Architect,Other,16-30 People,Yes,Unpaid Overtime,10.0,"2,500",Full-time,3,31-35,Male,No,,Grad:Southern California Institute of Architecture (SCI-Arc),,Jan '17
10312,8,"66,000",peryear,"New York, NY, US",Junior Architect,Starchitect,101-200 People,Yes,Unpaid Overtime,10.0,"5,000",Full-time,3-5,31-35,Female,No,UG:Pratt Institute,Grad:Harvard University,,Jan '17
10310,8,"87,000",peryear,"New York, NY, US",Project Architect,Boutique,16-30 People,Yes,Paid Overtime,20.0,"10,000",Full-time,11-15,31-35,Female,Licensed,UG:Pratt Institute,,,Jan '17
10309,8,22,perhour,"New Jersey, US",Designer,Boutique,16-30 People,Yes,Paid Overtime,,"1,000",Full-time,< 1,36-40,Male,No,,Grad:Pratt Institute,,Jan '17
10308,8,"110,000",peryear,"Grand Rapids, MI, US",Project Architect,Boutique,51-100 People,Yes,Unpaid Overtime,20.0,"10,000",Full-time,11-15,36-40,Male,Licensed,,Grad:University of Michigan,PhD:University of Michigan,Jan '17
10307,10,"160,000",peryear,"Boston, MA, US",Partner,Boutique,16-30 People,Yes,Unpaid Overtime,,,Full-time,11-15,36-40,Male,No,,,,Jan '17
10306,6,"95,000",peryear,"Orlando, FL, US",Principal,,31-50 People,,,,,,11-15,41-45,Male,No,,,,Jan '17
10302,10,"75,000",peryear,"New Jersey, US",Project Manager,Boutique,2-5 People,,Unpaid Overtime,15.0,,Full-time,16-20,41-45,Female,No,,,,Jan '17
10301,8,"99,000",peryear,"Los Angeles, CA, US",Project Architect,Corporate,501 + People,Yes,Unpaid Overtime,10.0,"9,000",Full-time,11-15,36-40,Female,Licensed,,,,Jan '17
10300,10,"63,000",peryear,"Seattle, WA, US",Associate,,101-200 People,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,No,,,,Jan '17
10299,10,"140,000",peryear,"New York, NY, US",Principal,Boutique,51-100 People,Yes,Unpaid Overtime,20.0,"14,000",Full-time,26-30,51-55,Male,Licensed,,Grad:Harvard University,,Jan '17
10298,7,"51,000",peryear,"San Jose, CA, US",Intern,Corporate,31-50 People,Yes,Unpaid Overtime,10.0,,Full-time,1,31-35,Gender: Other,No,,,,Jan '17
10297,6,"60,000",peryear,"Glastonbury, CT, US",Associate,,101-200 People,Yes,No Overtime,15.0,"5,000",Full-time,6-7,26-30,Female,Licensed,,,,Jan '17
10296,8,"32,000",peryear,"Fort Smith, AR, US",Intern,Corporate,6-10 People,Yes,Paid Overtime,14.0,"1,600",Full-time,2,26-30,Male,No,UG:Drury University,,,Jan '17
10293,4,23,perhour,"Palo Alto, CA, US",Associate,Individual,2-5 People,,Paid Overtime,10.0,,Full-time,11-15,36-40,Female,No,UG:Massachusetts Institute of Technology (MIT),,,Jan '17
10291,6,"57,000",peryear,"Los Angeles, CA, US",Project Architect,Boutique,6-10 People,Yes,Unpaid Overtime,10.0,500,Full-time,3-5,26-30,Female,No,UG:University of Colorado at Boulder,,,Jan '17
10290,8,"93,000",peryear,"Los Angeles, CA, US",Associate,Boutique,16-30 People,Yes,Unpaid Overtime,21.0,"3,500",Full-time,11-15,36-40,Female,Licensed,,,,Jan '17
